genome	cluster.x	size.x	extended_phylogeny.x	succinct_phylogeny.x	final_representative.x	rep_accession.x	final_classification.x	genus_count	designated_type_species	updated_classification.x	initial_classification.x	accession	genome_extended.x	genome_type.x	is_95ANI_rep.x	new_isolate.x	isolate_origin.x	name	cluster.y	size.y	extended_phylogeny.y	succinct_phylogeny.y	final_representative.y	rep_accession.y	ecogenomics_classificaion	classification_preprint	final_classification.y	updated_classification.y	initial_classification.y	accession_underscore	genome_extended.y	genome_type.y	is_95ANI_rep.y	new_isolate.y	existing_isolate	isolate_origin.y	RefSeq_Assembly_.IMG_Genome_ID	SAG_or_Isolate_ID	Genome_Origin	Subgroup	Included_in_read_recruitment	Sampling_Date_MM.DD.YY	Depth_m	Latitude_deg	Longitude_deg	Completeness.x	Contamination.x	GC.x	Genome_Size	Longest_Contig	Mean_Contig_Length	N50_contigs	Ambiguous_Bases	X._Predicted_Genes	X._Contigs	reference	Category	SAG	Sample	project	cruise_name	cruise_id	station	bottle_id	depth_m.x	latitude_degrees_north	longitude_degrees_east	sample_date	longhurst_province	full_file_name	GC.y	GC.std	Genome.size	X..ambiguous.bases	X..scaffolds	X..contigs	Longest.scaffold	Longest.contig	N50..scaffolds.	N50..contigs.	Mean.scaffold.length	Mean.contig.length	Coding.density	Translation.table	X..predicted.genes	Completeness.y	Contamination.y	number	X95_rep	mia_incl	type.x	lineage	environment_type	depth_m.y	cluster_88	cluster_95	cluster_98	red77	node_77	red88	node_88	red92	node_92	user_genome	user_genome.1	classification	genus_gtdb_count	msa_percent	closest_genome_ani	domain_gtdb	phylum_gtdb	class_gtdb	order_gtdb	family_gtdb	genus_gtdb	species_gtdb	X	X.1
GCA_902614835_1_AG_919_C22	cluster_000141	1	include	include	GCA_902614835.1_AG-919-C22	GCA_902614835.1	II	NA	FALSE	II	IIa	GCA_902614835.1	GCA_902614835.1_AG-919-C22	SAG	TRUE	NA	NA	GCA_902614835_1_AG_919_C22	cluster_000141	1	include	include	GCA_902614835.1_AG-919-C22	GCA_902614835.1	NA	II	II	II	IIa	GCA_902614835_1	GCA_902614835.1_AG-919-C22	SAG	TRUE	NA	NA	NA	GCA_902614835.1	AG-919-C22	SAG	II	yes	7/14/09	10	31.07	-64.17	86.1	0	0.3046	858459	113968	22591.0263	44344	0	941	38	Pachiadaki_et_al__2019	SAG	AG-919-C22	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902614835.1_AG-919-C22_genomic	0.304553858	0.032370279	858459	0	38	38	113968	113968	44344	44344	22591.02632	22591.02632	0.962890482	11	941	86.14457831	0	322	yes	incl	SAG	IIa	offshore	10	cluster_000075	cluster_000349	cluster_000404	RED77_5	974	RED88_10	977	RED92_48	978	GCA_902614835.1	GCA_902614835.1_AG-919-C22_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902614835	6	85.34	95.21	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902520475	NA	NA
GCA_902530635_1_AG_343_E17	cluster_000333	1	include	include	GCA_902530635.1_AG-343-E17	GCA_902530635.1	II	NA	FALSE	II	IIa	GCA_902530635.1	GCA_902530635.1_AG-343-E17	SAG	TRUE	NA	NA	GCA_902530635_1_AG_343_E17	cluster_000333	1	include	include	GCA_902530635.1_AG-343-E17	GCA_902530635.1	NA	II	II	II	IIa	GCA_902530635_1	GCA_902530635.1_AG-343-E17	SAG	TRUE	NA	NA	NA	GCA_902530635.1	AG-343-E17	SAG	II	yes	12/8/10	180	-26.25	-103.96	86.7	0	0.2958	985420	195711	37900.7692	98647	0	1053	26	Pachiadaki_et_al__2019	SAG	AG-343-E17	SWC-06	CMORE	BIGRAPA	MV1015	7	100705705	180	_26.25	_103.96	12/8/10	SPSG	GCA_902530635.1_AG-343-E17_genomic	0.295839338	0.016220362	985420	0	26	26	195711	195711	98647	98647	37900.76923	37900.76923	0.963053317	11	1053	86.74698795	0	88	yes	incl	SAG	IIa	offshore	180	cluster_000132	cluster_000122	cluster_000334	RED77_5	974	RED88_9	985	RED92_12	NA	GCA_902530635.1	GCA_902530635.1_AG-343-E17_DCM_only_3%_of_Pro_detected_by_qPCR_SAR11_Unclass_North_Chile_offshore_180	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902530635	6	85.26	95.45	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902520475	NA	NA
GCA_902632445_1_AH_326_M23	cluster_000163	1	include	include	GCA_902632445.1_AH-326-M23	GCA_902632445.1	II	NA	FALSE	II	IIa	GCA_902632445.1	GCA_902632445.1_AH-326-M23	SAG	TRUE	NA	NA	GCA_902632445_1_AH_326_M23	cluster_000163	1	include	include	GCA_902632445.1_AH-326-M23	GCA_902632445.1	NA	II	II	II	IIa	GCA_902632445_1	GCA_902632445.1_AH-326-M23	SAG	TRUE	NA	NA	NA	GCA_902632445.1	AH-326-M23	SAG	II	yes	NA	NA	5.08	-161.97	86.4	0	0.2966	835346	142374	25313.5152	63899	0	884	33	Pachiadaki_et_al__2019	SAG	AH-326-M23	137 Fiji-Hawaii 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCA_902632445.1_AH-326-M23_genomic	0.296552566	0.034223944	835346	0	33	33	142374	142374	63899	63899	25313.51515	25313.51515	0.968961365	11	884	86.41840088	0	383	yes	incl	SAG	IIa	offshore	100	cluster_000124	cluster_000161	cluster_000277	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902632445.1	GCA_902632445.1_AH-326-M23_equatorial_SAR11_Unclass_Fiji-Hawaii_100	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902632445	11	86.14	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902624195_1_AH_287_E19	cluster_000311	1	include	include	GCA_902624195.1_AH-287-E19	GCA_902624195.1	II	NA	FALSE	II	IIa	GCA_902624195.1	GCA_902624195.1_AH-287-E19	SAG	TRUE	NA	NA	GCA_902624195_1_AH_287_E19	cluster_000311	1	include	include	GCA_902624195.1_AH-287-E19	GCA_902624195.1	NA	II	II	II	IIa	GCA_902624195_1	GCA_902624195.1_AH-287-E19	SAG	TRUE	NA	NA	NA	GCA_902624195.1	AH-287-E19	SAG	II	yes	NA	NA	-3.04	-166.01	91.6	0	0.301	965361	120782	26090.8378	79597	0	1041	37	Pachiadaki_et_al__2019	SAG	AH-287-E19	117 Fiji-Hawaii 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCA_902624195.1_AH-287-E19_genomic	0.300963059	0.019051961	965361	0	37	37	120782	120782	79597	79597	26090.83784	26090.83784	0.965965064	11	1041	91.56626506	0	365	yes	incl	SAG	IIa	offshore	15	cluster_000010	cluster_000336	cluster_000148	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902624195.1	GCA_902624195.1_AH-287-E19_equatorial_SAR11_Unclass_Fiji-Hawaii_15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902624195	11	85.36	96.33	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter ubique_O	NA	NA
GCA_902571095_1_AG_422_B23	cluster_000137	1	include	include	GCA_902571095.1_AG-422-B23	GCA_902571095.1	II	NA	FALSE	II	IIa	GCA_902571095.1	GCA_902571095.1_AG-422-B23	SAG	TRUE	NA	NA	GCA_902571095_1_AG_422_B23	cluster_000137	1	include	include	GCA_902571095.1_AG-422-B23	GCA_902571095.1	NA	II	II	II	IIa	GCA_902571095_1	GCA_902571095.1_AG-422-B23	SAG	TRUE	NA	NA	NA	GCA_902571095.1	AG-422-B23	SAG	II	yes	10/24/10	57.7	24	-22	84.9	0	0.2967	901930	162757	30064.3333	50192	0	981	30	Pachiadaki_et_al__2019	SAG	AG-422-B23	SWC-14	GEOTRACES	GA03(L1)	KN199	7	841892	57.7	24	_22	10/24/10	NATR	GCA_902571095.1_AG-422-B23_genomic	0.296709279	0.021669935	901930	0	30	30	162757	162757	50192	50192	30064.33333	30064.33333	0.965662524	11	981	84.93975904	0	182	yes	incl	SAG	IIa	offshore	57.7	cluster_000116	cluster_000147	cluster_000427	RED77_5	974	RED88_10	977	RED92_15	NA	GCA_902571095.1	GCA_902571095.1_AG-422-B23_Coastal_North_Africa_SAR11_Unclass_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902571095	6	85.28	95.57	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902520475	NA	NA
GCA_902573425_1_AG_422_J20	cluster_000193	1	include	include	GCA_902573425.1_AG-422-J20	GCA_902573425.1	II	NA	FALSE	II	IIa	GCA_902573425.1	GCA_902573425.1_AG-422-J20	SAG	TRUE	NA	NA	GCA_902573425_1_AG_422_J20	cluster_000193	1	include	include	GCA_902573425.1_AG-422-J20	GCA_902573425.1	NA	II	II	II	IIa	GCA_902573425_1	GCA_902573425.1_AG-422-J20	SAG	TRUE	NA	NA	NA	GCA_902573425.1	AG-422-J20	SAG	II	yes	10/24/10	57.7	24	-22	84.7	0	0.299	985842	364672	51886.4211	87900	0	1060	19	Pachiadaki_et_al__2019	SAG	AG-422-J20	SWC-14	GEOTRACES	GA03(L1)	KN199	7	841892	57.7	24	_22	10/24/10	NATR	GCA_902573425.1_AG-422-J20_genomic	0.298955614	0.024255089	985842	0	19	19	364672	364672	87900	87900	51886.42105	51886.42105	0.963151296	11	1060	84.69170801	0	190	yes	incl	SAG	IIa	offshore	57.7	cluster_000073	cluster_000302	cluster_000344	RED77_5	974	RED88_10	977	RED92_16	466	GCA_902573425.1	GCA_902573425.1_AG-422-J20_Coastal_North_Africa_SAR11_Unclass_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902573425	6	84.87	95.44	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902520475	NA	NA
GCA_902536385_1_AG_349_F22	cluster_000232	1	include	include	GCA_902536385.1_AG-349-F22	GCA_902536385.1	II	NA	FALSE	II	IIa	GCA_902536385.1	GCA_902536385.1_AG-349-F22	SAG	TRUE	NA	NA	GCA_902536385_1_AG_349_F22	cluster_000232	1	include	include	GCA_902536385.1_AG-349-F22	GCA_902536385.1	NA	II	II	II	IIa	GCA_902536385_1	GCA_902536385.1_AG-349-F22	SAG	TRUE	NA	NA	NA	GCA_902536385.1	AG-349-F22	SAG	II	yes	8/19/09	5	23.75	-158	88	0	0.2979	974312	152457	42361.3913	118067	0	1043	23	Pachiadaki_et_al__2019	SAG	AG-349-F22	SWC-07	HOT	HOT214	KM0920	ALOHA	2140201221	5	23.75	_158	8/19/09	NPTG	GCA_902536385.1_AG-349-F22_genomic	0.297906625	0.012329114	974312	0	23	23	152457	152457	118067	118067	42361.3913	42361.3913	0.959932753	11	1043	87.95180723	0	99	yes	incl	SAG	IIa	offshore	5	cluster_000038	cluster_000202	cluster_000156	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902536385.1	GCA_902536385.1_AG-349-F22_HOT_Mixed_Layer_~25%_narB_SAR11_Surface2_Station_ALOHA_5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902536385	11	81.15	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902579105	NA	NA
GCA_902535255_1_AG_349_C11	cluster_000114	1	include	include	GCA_902535255.1_AG-349-C11	GCA_902535255.1	II	NA	FALSE	II	IIa	GCA_902535255.1	GCA_902535255.1_AG-349-C11	SAG	TRUE	NA	NA	GCA_902535255_1_AG_349_C11	cluster_000114	1	include	include	GCA_902535255.1_AG-349-C11	GCA_902535255.1	NA	II	II	II	IIa	GCA_902535255_1	GCA_902535255.1_AG-349-C11	SAG	TRUE	NA	NA	NA	GCA_902535255.1	AG-349-C11	SAG	II	yes	8/19/09	5	23.75	-158	86.6	0	0.2998	945422	377540	55613.0588	71457	0	1036	17	Pachiadaki_et_al__2019	SAG	AG-349-C11	SWC-07	HOT	HOT214	KM0920	ALOHA	2140201221	5	23.75	_158	8/19/09	NPTG	GCA_902535255.1_AG-349-C11_genomic	0.299810032	0.009574423	945422	0	17	17	377540	377540	71457	71457	55613.05882	55613.05882	0.963817216	11	1036	86.56443958	0	97	yes	incl	SAG	IIa	offshore	5	cluster_000158	cluster_000259	cluster_000409	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902535255.1	GCA_902535255.1_AG-349-C11_HOT_Mixed_Layer_~25%_narB_SAR11_Unclass_Station_ALOHA_5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902535255	11	85.08	97.55	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter ubique	NA	NA
GCA_902591045_1_AG_439_O05	cluster_000221	1	include	include	GCA_902591045.1_AG-439-O05	GCA_902591045.1	II	NA	FALSE	II	IIa	GCA_902591045.1	GCA_902591045.1_AG-439-O05	SAG	TRUE	NA	NA	GCA_902591045_1_AG_439_O05	cluster_000221	1	include	include	GCA_902591045.1_AG-439-O05	GCA_902591045.1	NA	II	II	II	IIa	GCA_902591045_1	GCA_902591045.1_AG-439-O05	SAG	TRUE	NA	NA	NA	GCA_902591045.1	AG-439-O05	SAG	II	yes	12/10/11	71.6	17.4	-24.5	86.5	0	0.3001	963289	174936	34403.1786	86769	0	1023	28	Pachiadaki_et_al__2019	SAG	AG-439-O05	SWC-18	GEOTRACES	GA03(L2)	KN204	24	846716	71.6	17.4	_24.5	12/10/11	NATR	GCA_902591045.1_AG-439-O05_genomic	0.300075055	0.030917859	963289	0	28	28	174936	174936	86769	86769	34403.17857	34403.17857	0.964870356	11	1023	86.53437279	0	247	yes	incl	SAG	IIa	offshore	71.6	cluster_000109	cluster_000233	cluster_000266	RED77_5	974	RED88_8	988	RED92_10	NA	GCA_902591045.1	GCA_902591045.1_AG-439-O05_TENATSO_time-series_station_SAR11_Unclass_Mid_S_Atlantic_72	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902591045	6	85.32	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902515705_1_AG_325_E20	cluster_000088	1	include	include	GCA_902515705.1_AG-325-E20	GCA_902515705.1	II	NA	FALSE	II	IIa	GCA_902515705.1	GCA_902515705.1_AG-325-E20	SAG	TRUE	NA	NA	GCA_902515705_1_AG_325_E20	cluster_000088	1	include	include	GCA_902515705.1_AG-325-E20	GCA_902515705.1	NA	II	II	II	IIa	GCA_902515705_1	GCA_902515705.1_AG-325-E20	SAG	TRUE	NA	NA	NA	GCA_902515705.1	AG-325-E20	SAG	II	yes	11/29/10	14	-23.46	-88.77	96.4	0	0.2938	1071569	739086	133946.125	739086	0	1146	8	Pachiadaki_et_al__2019	SAG	AG-325-E20	SWC-03	CMORE	BIGRAPA	MV1015	4	100402922	14	_23.46	_88.77	11/29/10	SPSG	GCA_902515705.1_AG-325-E20_genomic	0.293834555	0.019499307	1071569	0	8	8	739086	739086	739086	739086	133946.125	133946.125	0.965105374	11	1146	96.38554217	0	53	yes	incl	SAG	unknown	offshore	14	cluster_000084	cluster_000339	cluster_000250	RED77_5	974	RED88_11	990	RED92_18	990	GCA_902515705.1	GCA_902515705.1_AG-325-E20_Mixed_layer_50%_PAR_SAR11_Surface3_North_Chile_offshore_14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp002689245	10	82.09	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902569405	NA	NA
GCA_902619675_1_AG_920_I07	cluster_000211	1	include	include	GCA_902619675.1_AG-920-I07	GCA_902619675.1	II	NA	FALSE	II	IIa	GCA_902619675.1	GCA_902619675.1_AG-920-I07	SAG	TRUE	NA	NA	GCA_902619675_1_AG_920_I07	cluster_000211	1	include	include	GCA_902619675.1_AG-920-I07	GCA_902619675.1	NA	II	II	II	IIa	GCA_902619675_1	GCA_902619675.1_AG-920-I07	SAG	TRUE	NA	NA	NA	GCA_902619675.1	AG-920-I07	SAG	II	yes	7/14/09	10	31.07	-64.17	87	0	0.2997	958907	150139	26636.3056	57051	0	1037	36	Pachiadaki_et_al__2019	SAG	AG-920-I07	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902619675.1_AG-920-I07_genomic	0.299730839	0.01652005	958907	0	36	36	150139	150139	57051	57051	26636.30556	26636.30556	0.965969588	11	1037	86.966046	0	342	yes	incl	SAG	IIa	offshore	10	cluster_000094	cluster_000079	cluster_000418	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902619675.1	GCA_902619675.1_AG-920-I07_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902619675	11	86.04	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp007833635	NA	NA
GCA_902623395_1_AH_287_C13	cluster_000159	1	include	include	GCA_902623395.1_AH-287-C13	GCA_902623395.1	II	NA	FALSE	II	IIa	GCA_902623395.1	GCA_902623395.1_AH-287-C13	SAG	TRUE	NA	NA	GCA_902623395_1_AH_287_C13	cluster_000159	1	include	include	GCA_902623395.1_AH-287-C13	GCA_902623395.1	NA	II	II	II	IIa	GCA_902623395_1	GCA_902623395.1_AH-287-C13	SAG	TRUE	NA	NA	NA	GCA_902623395.1	AH-287-C13	SAG	II	yes	NA	NA	-3.04	-166.01	87.3	0	0.2957	1028149	171322	42839.5417	114312	0	1113	24	Pachiadaki_et_al__2019	SAG	AH-287-C13	117 Fiji-Hawaii 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCA_902623395.1_AH-287-C13_genomic	0.2956517	0.031367781	1028149	0	24	24	171322	171322	114312	114312	42839.54167	42839.54167	0.96696685	11	1113	87.34939759	0	359	yes	incl	SAG	IIa	offshore	15	cluster_000134	cluster_000294	cluster_000102	RED77_5	974	RED88_14	998	RED92_24	1000	GCA_902623395.1	GCA_902623395.1_AH-287-C13_equatorial_SAR11_Surface2_Fiji-Hawaii_15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902623395	11	85.58	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902535465_1_AG_349_D08	cluster_000299	1	include	include	GCA_902535465.1_AG-349-D08	GCA_902535465.1	II	NA	FALSE	II	IIa	GCA_902535465.1	GCA_902535465.1_AG-349-D08	SAG	TRUE	NA	NA	GCA_902535465_1_AG_349_D08	cluster_000299	1	include	include	GCA_902535465.1_AG-349-D08	GCA_902535465.1	NA	II	II	II	IIa	GCA_902535465_1	GCA_902535465.1_AG-349-D08	SAG	TRUE	NA	NA	NA	GCA_902535465.1	AG-349-D08	SAG	II	yes	8/19/09	5	23.75	-158	89.8	0	0.2953	900439	116083	28138.7188	67623	0	985	32	Pachiadaki_et_al__2019	SAG	AG-349-D08	SWC-07	HOT	HOT214	KM0920	ALOHA	2140201221	5	23.75	_158	8/19/09	NPTG	GCA_902535465.1_AG-349-D08_genomic	0.295348158	0.019652077	900439	0	32	32	116083	116083	67623	67623	28138.71875	28138.71875	0.960573676	11	985	89.75903614	0	98	yes	incl	SAG	IIa	offshore	5	cluster_000141	cluster_000005	cluster_000459	RED77_5	974	RED88_14	998	RED92_23	1034	GCA_902535465.1	GCA_902535465.1_AG-349-D08_HOT_Mixed_Layer_~25%_narB_SAR11_Unclass_Station_ALOHA_5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp003278125	11	83.97	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter giovannonii	NA	NA
GCA_902582155_1_AG_912_D10	cluster_000184	1	include	include	GCA_902582155.1_AG-912-D10	GCA_902582155.1	II	NA	FALSE	II	IIa	GCA_902582155.1	GCA_902582155.1_AG-912-D10	SAG	TRUE	NA	NA	GCA_902582155_1_AG_912_D10	cluster_000184	1	include	include	GCA_902582155.1_AG-912-D10	GCA_902582155.1	NA	II	II	II	IIa	GCA_902582155_1	GCA_902582155.1_AG-912-D10	SAG	TRUE	NA	NA	NA	GCA_902582155.1	AG-912-D10	SAG	II	yes	7/14/09	10	31.07	-64.17	89.8	0	0.2972	977418	258375	57495.1765	167923	0	1049	17	Pachiadaki_et_al__2019	SAG	AG-912-D10	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902582155.1_AG-912-D10_genomic	0.29716457	0.016052132	977418	0	17	17	258375	258375	167923	167923	57495.17647	57495.17647	0.966345003	11	1049	89.75903614	0	218	yes	incl	SAG	unknown	offshore	10	cluster_000165	cluster_000290	cluster_000255	RED77_5	974	RED88_11	990	RED92_18	990	GCA_902582155.1	GCA_902582155.1_AG-912-D10_BATS_Mixed_Layer_~20%_narB_SAR11_Surface3_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902582155	10	72.91	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902608975	NA	NA
GCA_902509665_1_AG_313_A04	cluster_000202	1	include	include	GCA_902509665.1_AG-313-A04	GCA_902509665.1	II	NA	FALSE	NA	IIa	GCA_902509665.1	GCA_902509665.1_AG-313-A04	SAG	TRUE	NA	NA	GCA_902509665_1_AG_313_A04	cluster_000202	1	include	include	GCA_902509665.1_AG-313-A04	GCA_902509665.1	IIa.B	II	II	NA	IIa	GCA_902509665_1	GCA_902509665.1_AG-313-A04	SAG	TRUE	NA	NA	NA	GCA_902509665.1	AG-313-A04	SAG	II	include	11/19/10	20	-20.08	-70.8	91.89485214	0	0.29908303	959028	288767	50475.15789	120817	0	1024	19	Pachiadaki_et_al__2019	SAG	AG-313-A04	SWC-01	CMORE	BIGRAPA	MV1015	1	100100213	20	_20.08	_70.8	11/19/10	CHIL	GCA_902509665.1_AG-313-A04_genomic	0.29908303	0.020154072	959028	0	19	19	288767	288767	120817	120817	50475.15789	50475.15789	0.966146974	11	1024	91.89485214	0	38	yes	incl	SAG	IIa	offshore	20	cluster_000085	cluster_000234	cluster_000206	RED77_5	974	RED88_14	998	RED92_24	1000	GCA_003284275.1	GCA_003284275.1_AG-313-A04_Oxygenated_surface_water_SAR11_Surface2_North_Chile_coastal_20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp003284275	11	79.29	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902579985	NA	NA
GCA_902583585_1_AG_912_J06	cluster_000268	1	include	include	GCA_902583585.1_AG-912-J06	GCA_902583585.1	II	NA	FALSE	II	IIa	GCA_902583585.1	GCA_902583585.1_AG-912-J06	SAG	TRUE	NA	NA	GCA_902583585_1_AG_912_J06	cluster_000268	1	include	include	GCA_902583585.1_AG-912-J06	GCA_902583585.1	NA	II	II	II	IIa	GCA_902583585_1	GCA_902583585.1_AG-912-J06	SAG	TRUE	NA	NA	NA	GCA_902583585.1	AG-912-J06	SAG	II	yes	7/14/09	10	31.07	-64.17	88.9	0	0.2978	922300	157033	36892	93489	0	979	25	Pachiadaki_et_al__2019	SAG	AG-912-J06	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902583585.1_AG-912-J06_genomic	0.297844519	0.023717105	922300	0	25	25	157033	157033	93489	93489	36892	36892	0.966462106	11	979	88.87313962	0	228	yes	incl	SAG	IIa	offshore	10	cluster_000122	cluster_000102	cluster_000168	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902583585.1	GCA_902583585.1_AG-912-J06_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902583585	11	84.93	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp000299095	NA	NA
